Name,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996
ADA-ROSE ,5,7,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADAUGO ,:,4,:,3,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADAYA ,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADDIE ,:,:,:,:,4,:,:,6,:,:,:,:,:,:,:,:,:,:,:,:
ADDIEN ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
ADDIENA ,3,:,3,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADDILYN ,7,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADDISON ,53,46,49,76,68,65,55,37,22,12,:,3,:,:,4,3,:,:,:,:
ADDISYN ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADDYSON ,4,:,:,5,:,3,4,:,4,:,:,:,:,:,:,:,:,:,:,:
ADEA ,6,4,:,:,3,:,3,4,4,3,:,3,:,:,3,:,:,:,:,:
ADEANA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:
ADEBISI ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADEBOLA ,3,:,:,:,:,:,5,:,4,3,3,4,3,3,:,:,:,:,:,:
ADEDAYO ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,4,:
ADEDOLAPO ,:,3,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:
ADEDOYIN ,:,:,:,:,3,:,:,3,:,4,3,:,:,:,:,:,:,:,3,:
ADEEBA ,6,3,9,10,6,9,11,10,14,9,13,17,7,11,6,6,11,12,13,14
ADEEBAH ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
ADEELA ,3,3,:,4,6,4,3,3,:,3,5,:,4,7,3,:,5,10,7,7
ADEEN ,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:
ADEENA ,22,19,13,21,22,17,14,16,10,5,8,7,5,5,8,:,5,4,3,:
ADEESA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:
ADEEVA ,3,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
ADEKEMI ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,4,:,:,:
ADEL ,4,6,7,4,4,3,:,:,3,4,4,:,:,3,:,3,4,:,3,4
ADELA ,31,27,37,34,19,16,13,12,13,6,9,6,3,6,6,10,3,5,8,3
ADELAIDE ,74,54,66,38,47,38,40,40,25,26,16,21,30,23,16,20,24,17,33,17
ADELE ,72,69,69,90,93,54,44,86,56,57,53,69,59,98,117,141,133,165,142,144
ADELIA ,5,5,7,:,3,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADELIE ,:,:,5,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
ADELINA ,41,25,34,24,21,11,13,12,7,4,:,8,8,7,:,8,4,:,:,:
ADELINE ,64,21,21,17,20,14,9,8,10,10,5,4,5,6,8,7,4,3,6,:
ADELL ,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:
ADELLA ,:,3,:,:,:,3,:,5,:,:,3,:,:,:,:,4,:,:,:,3
ADELLE ,4,4,5,8,7,13,9,6,8,12,8,6,12,16,17,17,13,23,21,24
ADELYN ,18,8,5,:,3,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADELYNN ,7,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADEMIDE ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
ADEN ,5,4,:,4,3,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
ADENA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,4,:
ADENIKE ,:,:,:,:,:,4,6,4,:,5,4,4,7,:,:,4,:,4,:,3
ADEOLA ,6,10,7,4,5,4,7,3,7,5,5,5,:,10,3,6,7,5,5,12
ADEPEJU ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
ADERINOLA ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
ADERINSOLA ,:,3,:,3,5,6,4,3,:,:,:,4,6,:,:,:,:,:,:,3
ADERONKE ,:,:,:,:,:,:,3,4,:,:,:,4,:,:,:,:,:,:,5,:
ADERYN ,5,4,:,5,3,:,3,:,:,:,4,3,3,:,3,:,:,:,:,:
ADESEWA ,4,4,:,:,:,:,:,:,3,3,:,:,:,:,:,:,:,:,:,:
ADESIRE ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADESOLA ,:,:,:,4,:,3,:,3,:,:,:,4,4,3,:,:,:,:,:,4
ADESUWA ,5,3,3,3,5,:,5,:,3,:,:,:,3,:,:,:,:,3,:,:
ADETOKUNBO ,:,:,3,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
ADETOLA ,:,:,:,4,:,:,:,:,:,:,:,3,:,:,:,:,:,:,3,3
ADETOUN ,:,:,:,:,:,:,:,:,:,:,:,:,:,4,:,:,:,:,:,:
ADETUTU ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,4,:,:
ADEWONUOLA ,:,:,:,:,3,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
ADEWUNMI ,:,:,:,:,:,3,4,:,:,:,:,:,:,:,:,:,:,:,:,3
ADEYINKA ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
ADHIRA ,:,3,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADHYA ,8,5,3,4,4,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
ADI ,8,8,9,4,8,4,:,7,5,7,:,6,:,:,:,5,3,3,:,3
ADIA ,:,3,4,4,3,5,7,:,6,6,3,3,5,:,:,:,:,:,:,:
ADIBA ,6,:,8,11,8,11,5,13,11,14,14,11,10,10,10,10,10,8,:,8
ADIBAH ,:,:,:,:,:,:,:,:,:,:,5,:,5,:,:,:,:,:,:,:
ADIEL ,:,:,:,:,4,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADIFAAH ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADILA ,:,:,:,4,:,:,:,5,3,5,:,4,4,:,3,4,6,6,5,3
ADILAH ,:,:,:,:,:,:,:,:,:,:,:,4,:,4,:,:,3,6,5,4
ADINA ,16,15,15,17,10,19,13,20,17,17,17,14,20,8,10,19,19,21,19,20
ADIRA ,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADISA ,:,:,:,:,:,:,:,3,:,:,:,:,3,:,:,3,:,:,:,:
ADITHI ,:,:,:,:,:,4,5,:,:,3,:,:,:,:,:,:,:,:,:,:
ADITI ,13,25,23,30,33,37,44,27,19,20,14,16,12,11,8,9,5,7,5,3
ADITRI ,5,:,:,5,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
ADIVA ,:,:,:,:,:,:,:,4,:,:,3,:,:,:,:,:,:,:,:,:
ADIYA ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADJA ,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:
ADJOA ,:,:,:,:,:,:,:,:,5,3,4,3,:,:,5,:,4,:,4,4
ADN ,:,3,:,4,:,3,3,:,:,:,:,:,:,:,:,:,:,:,:,:
ADNA ,9,11,5,7,12,3,6,12,7,8,9,7,11,3,3,4,:,4,:,:
ADONA ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
ADONAI ,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:
ADONIA ,:,:,:,:,:,:,:,:,4,:,3,3,:,:,:,4,:,:,3,:
ADORA ,10,7,5,7,8,6,:,6,4,:,4,4,:,3,5,:,:,:,:,:
ADRIA ,:,7,:,8,:,7,:,5,4,:,:,:,:,:,:,:,:,:,:,:
ADRIAN ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
ADRIANA ,93,100,91,91,72,70,55,42,38,46,32,26,30,15,23,26,18,21,20,10
ADRIANE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4
ADRIANNA ,34,45,42,24,34,46,43,15,20,23,16,12,11,12,7,9,5,10,11,8
ADRIANNE ,3,:,:,:,:,:,3,:,:,:,6,3,3,8,:,6,12,8,15,18
ADRIEL ,4,:,:,:,5,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:
ADRIELLE ,3,3,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADRIEN ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:
ADRIENNE ,:,7,7,4,8,6,10,8,3,4,4,14,10,10,16,7,17,17,40,40
ADRIJA ,10,10,10,9,:,8,5,:,6,:,:,:,:,:,:,:,:,:,:,:
ADRIJANA ,:,6,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADRIKA ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADRINA ,6,7,:,4,3,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:
ADRITA ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
ADUNOLA ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADVAITA ,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADVIKA ,:,8,8,:,3,3,:,3,:,:,5,3,:,:,:,:,:,:,:,:
ADWOA ,4,6,5,:,:,5,3,4,6,:,:,5,3,5,4,:,4,4,:,:
ADYA ,:,6,4,:,4,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:
AEESHA ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AEISHA ,:,:,:,:,:,:,:,:,:,:,:,:,:,5,:,:,:,:,:,3
AELA ,9,17,4,5,8,:,3,3,3,6,:,:,:,:,:,:,3,:,:,:
AELLA ,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AEMAN ,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AEMELIA ,:,:,:,:,:,5,3,:,:,:,:,:,4,:,3,3,:,:,:,:
AEMILIA ,6,:,4,:,4,6,3,5,:,:,6,:,:,5,:,:,6,4,:,:
AERIN ,9,7,10,5,3,4,5,3,:,4,4,3,:,5,3,5,:,:,3,:
AERIS ,6,4,9,4,6,4,:,:,:,5,:,:,:,:,:,:,:,:,:,:
AERITH ,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AERON ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,3,3,:,:,:
AERONA ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AERYN ,13,17,19,19,18,18,17,20,25,17,26,17,29,25,15,6,:,:,:,:
AESHA ,:,:,:,:,3,3,5,3,4,:,4,3,4,:,:,:,:,:,6,3
AEVA ,7,5,6,:,:,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AEVAH ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AEYSHA ,:,3,:,:,:,:,:,3,:,3,:,:,3,:,4,3,:,:,:,:
AFAAF ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AFAF ,:,:,:,:,4,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
AFEEFA ,:,3,:,:,:,:,4,:,3,:,3,:,:,:,:,:,3,:,3,:
AFEEFAH ,3,4,8,4,5,4,5,8,5,:,4,5,7,5,3,4,4,:,5,:
AFET ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4,:,:,:
AFFAF ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AFFIA ,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AFIA ,18,21,18,34,28,27,21,18,9,10,10,4,8,4,4,6,7,6,6,:
AFIFA ,9,5,7,7,10,3,8,6,8,:,7,8,4,4,4,3,3,6,3,9
AFIFAH ,3,7,4,7,4,7,:,3,10,5,6,6,6,:,5,6,3,4,3,4
AFIRA ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
AFIYA ,12,8,9,16,13,4,6,4,6,4,3,3,:,:,3,:,4,3,:,3
AFIYAH ,12,20,9,13,18,6,5,4,:,3,:,7,:,:,:,:,:,3,6,:
AFIZAH ,3,4,11,4,6,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
AFNAAN ,5,:,6,3,:,:,:,6,:,:,:,:,:,:,:,:,:,:,:,:
AFNAN ,12,12,6,8,12,14,10,14,13,9,6,4,4,7,3,5,7,:,4,:
AFRA ,6,5,5,3,4,5,4,7,5,4,5,6,3,7,6,5,7,:,4,9
AFRAA ,:,:,:,:,:,:,:,5,:,:,:,3,3,:,:,:,3,:,:,:
AFRAH ,9,:,7,10,6,6,6,5,3,6,5,7,:,3,4,4,:,:,:,5
AFREEN ,18,17,25,27,20,23,13,15,11,11,8,7,11,12,15,11,9,14,9,4
AFRICA ,:,:,:,:,:,:,5,:,4,:,:,:,4,:,:,4,:,:,3,:
AFRIDA ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4,:,:,:,:
AFRIKA ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:
AFRIN ,:,3,:,3,6,5,8,8,5,:,:,:,4,4,3,3,3,3,:,:
AFRINA ,:,:,:,:,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:
AFRUZA ,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:
AFSA ,12,12,14,17,19,12,6,:,:,:,5,:,:,:,:,4,4,:,:,:
AFSAH ,4,:,:,:,:,:,:,:,:,:,:,3,:,3,:,:,3,:,:,:
AFSANA ,4,8,14,6,8,15,6,15,19,22,10,20,20,25,15,19,28,30,22,22
AFSARA ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,3,:,:,3,:
AFSEEN ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AFSHA ,:,:,:,:,:,4,6,:,3,6,:,5,4,7,3,4,4,9,4,4
AFSHAH ,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,4,3,4,:
AFSHAN ,:,:,:,:,:,:,3,4,:,:,:,:,:,:,6,:,:,5,4,3
AFSHANA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4
AFSHEEN ,10,13,10,10,9,7,4,5,3,:,:,3,:,:,:,:,:,5,3,4
AFTON ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,4,:,:
AFUA ,:,:,:,:,4,3,:,5,7,5,:,9,7,:,:,:,7,5,:,5
AFZA ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
AGAMJOT ,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AGAPE ,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AGATA ,35,30,36,28,30,39,29,22,18,8,4,:,3,:,:,3,:,:,:,:
AGATHA ,61,52,52,37,47,40,47,48,27,29,27,21,15,14,15,23,15,10,12,10
AGATHE ,:,:,6,3,5,:,4,3,3,:,3,3,:,:,:,:,:,3,:,3
AGGIE ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AGNE ,4,:,:,:,:,:,3,4,:,:,:,:,:,:,:,:,:,:,:,:
AGNES ,140,97,64,73,67,48,66,39,34,33,21,32,20,22,21,26,20,21,25,8
AGNESA ,:,:,:,:,:,:,:,:,:,:,5,6,:,5,:,:,:,3,:,:
AGNESE ,:,:,:,:,:,3,4,3,3,:,:,:,:,:,:,:,:,:,:,:
AGNIESZKA ,7,:,5,3,3,7,9,4,3,:,:,3,:,3,:,:,:,:,:,:
AGOTA ,5,:,:,:,:,3,:,:,3,:,:,:,:,:,:,:,:,:,:,:
AHAANA ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AHANA ,8,7,8,10,9,5,4,4,:,5,:,:,:,:,:,:,:,:,:,:
AHDIA ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
AHLAAM ,8,3,5,3,5,3,8,4,7,6,3,3,:,:,:,:,:,:,:,:
AHLAAN ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
AHLAM ,13,9,14,19,15,14,20,16,16,19,23,7,12,9,15,10,7,4,6,6
AHLAN ,:,:,:,:,:,:,:,:,:,:,3,3,:,:,:,:,:,:,:,:
AHUVA ,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AI ,:,3,:,:,3,:,:,:,:,3,3,:,:,:,:,:,:,:,:,3
AIA ,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:
AIBHLINN ,7,7,5,3,3,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
AICHA ,16,11,21,14,17,19,28,20,13,12,18,15,13,7,7,5,9,11,9,3
AIDA ,52,44,23,26,30,17,9,14,16,11,15,13,11,18,8,5,6,7,4,7
AIDAH ,:,:,6,:,:,3,6,:,:,:,:,:,:,:,:,:,:,:,:,:
AIDAN ,:,:,:,:,:,:,4,:,:,:,:,:,:,4,:,3,4,:,:,:
AIDEEN ,:,:,3,:,:,:,:,3,:,4,3,:,:,:,:,:,:,5,3,4
AIDEL ,3,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
AIDEN ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,4,:,:
AIDY ,6,:,:,3,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
AIELA ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
AIESHA ,3,4,4,9,7,9,17,12,15,13,12,14,16,14,23,13,11,4,10,10
AIFE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:
AIKA ,:,4,:,4,:,3,:,:,:,4,:,:,:,:,:,:,:,:,:,:
AIKATERINI ,5,:,:,3,3,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AIKO ,3,:,:,3,3,3,:,:,:,3,:,5,3,:,:,:,:,:,:,3
AILA ,86,61,56,62,47,37,22,32,17,10,12,5,3,4,5,:,6,:,4,:
AILAH ,9,:,4,:,6,4,4,:,:,:,:,:,:,:,:,:,:,:,:,:
AILANI ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
AILBHE ,9,6,3,4,3,:,:,:,:,:,:,:,5,:,:,:,:,:,3,3
AILEEN ,7,6,9,6,3,7,4,5,5,6,5,6,9,7,6,6,3,10,9,12
AILIDH ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3
AILIE ,:,:,:,:,3,5,:,:,:,:,:,3,4,:,4,:,:,:,:,3
AILIN ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AILIS ,:,:,:,3,:,3,4,:,4,3,3,:,7,8,:,10,11,12,7,11
AILISE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3
AILISH ,6,5,8,14,12,4,8,8,5,11,12,13,14,17,24,22,26,28,47,38
AILISHA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,5,:,3,3,:
AILLA ,12,18,12,15,4,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AILSA ,23,33,21,23,27,28,21,20,26,24,25,21,21,30,32,30,37,41,37,34
AIMA ,13,16,16,7,9,6,4,8,5,7,:,5,9,4,4,:,:,3,4,3
AIMAH ,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:
AIMAL ,:,:,5,5,4,:,3,3,:,:,:,:,:,:,:,:,:,:,:,:
AIMAN ,13,15,20,12,7,7,6,8,9,5,12,7,13,3,12,7,4,:,3,3
AIME ,:,:,:,:,:,5,6,7,:,4,9,4,4,8,7,8,6,7,4,7
AIMEE ,133,260,279,358,554,742,901,710,800,918,1121,1189,1043,801,723,719,777,809,968,876
AIMEE- ,:,:,:,:,:,:,:,:,3,:,:,3,:,:,:,:,:,:,:,:
AIMEE-GRACE ,:,:,:,:,4,3,4,4,3,:,:,:,:,:,:,:,:,:,:,:
AIMEE-JANE ,:,:,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:
AIMEE-JAYNE ,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AIMEE-JO ,:,:,:,:,:,:,4,:,:,:,:,3,:,:,:,:,:,:,:,:
AIMEE-LEA ,:,:,:,:,:,:,3,:,:,3,:,:,:,:,:,:,:,:,:,:
AIMEE-LEE ,3,:,3,4,:,4,3,6,3,3,3,7,:,:,:,:,:,:,:,:
AIMEE-LEIGH ,4,10,15,16,18,21,20,12,14,21,10,10,8,7,4,:,5,9,6,4
AIMEE-LOUISE ,:,:,3,3,3,11,14,7,7,4,11,8,3,7,4,4,:,6,5,4
AIMEE-MAE ,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AIMEE-MAY ,:,:,:,:,5,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AIMEE-ROSE ,3,3,3,6,3,:,7,3,:,3,5,3,:,:,:,:,:,:,:,:
AIMEN ,3,15,15,9,15,9,7,11,6,3,5,5,6,3,:,3,3,:,:,:
AIMI ,:,3,:,3,:,:,3,7,6,:,:,:,:,3,4,:,3,:,:,3
AIMIE ,4,8,5,7,13,18,10,11,16,17,20,28,17,14,20,23,16,23,17,20
AIMIEE ,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,3,:
AIMUN ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:
AIMY ,:,:,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:,3,:
AIN ,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AINA ,3,4,7,6,5,13,7,3,3,5,6,3,:,3,:,3,:,:,:,3
AINARA ,:,:,5,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:
AINE ,28,33,35,14,26,37,20,30,36,29,34,26,38,40,29,43,28,26,36,36
AINHOA ,5,:,3,:,:,:,:,:,:,:,:,3,4,:,:,:,:,:,:,:
AINI ,:,6,:,3,3,3,3,:,:,:,:,:,:,:,:,:,:,:,:,:
AINSLEIGH ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,4
AINSLEY ,3,7,:,:,3,:,3,4,:,4,:,:,:,:,:,:,5,3,5,13
AINSLIE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4,:
AIRA ,14,9,12,8,5,3,7,3,:,:,3,:,:,:,:,:,:,:,:,:
AIRAH ,6,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AIRI ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AIRLIE ,:,:,3,:,:,:,:,:,:,:,:,3,:,:,:,3,:,:,:,:
AISA ,:,3,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AISHA ,610,702,584,642,613,614,541,540,521,477,475,439,384,397,401,376,350,356,351,328
A'ISHA ,11,9,5,5,4,6,5,4,10,:,3,4,3,:,8,:,:,4,:,:
AISHAH ,56,47,57,66,67,64,54,82,62,95,90,67,90,100,71,81,79,73,80,54
A'ISHAH ,:,7,3,5,3,9,:,4,7,3,5,6,6,5,8,3,4,4,:,:
AISHANI ,7,5,8,5,6,5,9,4,7,7,11,:,:,3,4,3,:,:,:,:
AISHAT ,6,6,8,8,3,3,11,12,6,6,10,10,5,5,8,8,5,3,9,4
AISHATU ,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AISHI ,:,3,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AISHIA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,4,:,3,:,6
AISHLEEN ,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AISHLING ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,3,8,4,5
AISHPREET ,:,:,:,3,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
AISHWARYA ,11,6,8,8,12,8,9,8,12,3,5,6,5,6,7,8,7,7,4,:
AISLA ,7,13,6,7,7,10,:,4,3,:,:,:,3,:,:,:,:,3,:,:
AISLEYNE ,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:
AISLIN ,3,3,:,:,:,3,:,:,:,:,7,4,4,3,7,:,15,:,:,:
AISLING ,24,14,15,29,17,19,23,15,23,28,47,31,45,58,56,69,77,81,56,70
AISLINN ,4,6,:,7,4,:,6,5,7,6,14,8,11,6,17,15,21,22,17,14
AISOSA ,:,5,:,:,3,:,:,:,:,6,:,:,:,:,3,:,:,:,:,:
AISSATA ,4,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AISSATOU ,6,3,7,3,:,3,5,4,4,3,:,:,:,:,:,:,:,:,:,:
AISTE ,3,3,:,6,5,6,5,5,:,:,3,:,:,:,:,:,:,:,:,:
AISWARYA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:
AISYA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:
AISYAH ,:,3,:,:,:,:,:,:,:,:,:,6,:,:,:,:,:,3,:,:
AITANA ,3,5,4,4,:,:,3,:,4,:,:,:,4,:,:,:,:,:,:,:
AIVA ,14,25,29,23,18,16,18,11,7,4,:,:,:,:,:,:,:,:,:,:
AIVAH ,10,5,:,7,4,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AIVA-ROSE ,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AIYA ,8,12,10,4,10,3,11,:,6,5,7,3,:,3,:,:,:,:,3,3
AIYANA ,23,18,13,17,14,19,16,19,19,17,17,13,5,9,13,11,4,:,3,:
AIYANAH ,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AIYANNA ,11,:,8,7,6,:,:,5,:,:,:,:,:,:,:,:,:,:,:,:
AIYAT ,3,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AIYESHA ,:,:,:,:,:,:,:,:,:,3,:,:,:,3,:,:,4,:,:,:
AIYLA ,52,30,24,20,4,17,11,5,6,7,:,:,:,:,:,:,:,:,:,:
AIYLAH ,5,4,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AIYSHA ,5,4,4,4,8,5,6,3,11,13,15,16,9,23,16,21,18,22,20,24
AIYZA ,:,3,3,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:
AIYZAH ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AIZA ,171,206,213,131,111,110,78,59,20,33,23,21,10,14,15,14,:,:,:,3
AIZAH ,258,155,84,80,51,48,61,35,25,23,15,5,4,:,4,:,:,:,:,:
AIZZA ,:,:,:,:,3,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
AJA ,:,:,:,:,:,4,:,4,:,:,:,:,:,3,:,:,:,3,4,4
